Name,Type,Breed,Color,Sex,Size,Date Of Birth,,Impound Number,Kennel Number,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Intake Condition,Outcome Condition,Intake Jurisdiction,Outcome Jurisdiction,Outcome Zip Code,Location,Count
*BITSY,CAT,DOMESTIC SH,GRAY TABBY,Spayed,KITTN,05/01/2016,948,K16-019530,CS04,A339154,07/01/2016,07/16/2016,15,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95403,"95403(38.486997, -122.749134)",1
*SCARY SPICE,CAT,DOMESTIC SH,BLACK,Spayed,KITTN,05/01/2016,948,K16-019082,CS04,A337784,06/01/2016,07/16/2016,45,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,TREATABLE/REHAB,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
*RANDALL,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,05/01/2016,948,K16-020385,CS04,A341221,08/19/2016,08/26/2016,7,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*CLOVERDALE,95425,"95425(38.790859, -123.010876)",1
*BLAZE,CAT,SIAMESE,SEAL PT,Neutered,KITTN,05/01/2016,948,K16-019751,CS04,A339511,07/12/2016,08/17/2016,36,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL,HEALTHY,HEALTHY,COUNTY,COUNTY,95442,"95442(38.371317, -122.520506)",1
*EVA,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,05/01/2016,948,K16-019101,LOBBY,A337820,06/01/2016,07/23/2016,52,STRAY,OVER THE COUNTER,ADOPTION,SPEC EVENT,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
*MOOSTASHA,CAT,DOMESTIC LH,BLACK/WHITE,Spayed,KITTN,05/01/2016,948,K16-019102,LOBBY,A337821,06/01/2016,07/23/2016,52,STRAY,OVER THE COUNTER,ADOPTION,SPEC EVENT,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
*TUCKER,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,MED,05/02/2016,947,K18-027999,CA02,A371191,04/25/2018,05/17/2018,22,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95472,"95472(38.394388, -122.850998)",1
*RAVEN,CAT,DOMESTIC SH,BLACK,Spayed,KITTN,05/02/2016,947,K16-019126,CS04,A337900,06/02/2016,07/23/2016,51,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,COUNTY,95472,"95472(38.394388, -122.850998)",1
*DAISY,CAT,DOMESTIC SH,GRAY/WHITE,Spayed,KITTN,05/02/2016,947,K16-019125,WESTFARM,A337899,06/02/2016,07/23/2016,51,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
*EBONY,CAT,DOMESTIC SH,BLACK,Spayed,KITTN,05/02/2016,947,K16-019128,CS04,A337902,06/02/2016,07/23/2016,51,STRAY,OVER THE COUNTER,ADOPTION,SPEC EVENT,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
*GIMLI,CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,05/02/2016,947,K16-018876,LOBBY,A337119,05/17/2016,08/16/2016,91,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,*SEBASTOPOL,95472,"95472(38.394388, -122.850998)",1
*JACK,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,05/02/2016,947,K16-020034,CS04,A340238,07/30/2016,08/04/2016,5,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95401,"95401(38.446019, -122.766748)",1
BOB,CAT,DOMESTIC SH,SLVR TABBY/WHITE,Neutered,KITTN,05/03/2016,946,K16-020286,CS04,A340822,08/13/2016,09/14/2016,32,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95404,"95404(38.458384, -122.675588)",1
BANDITO,CAT,DOMESTIC SH,SLVR TABBY/WHITE,Neutered,KITTN,05/03/2016,946,K16-020284,LOBBY,A340820,08/13/2016,08/19/2016,6,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95403,"95403(38.486997, -122.749134)",1
*MICHAEL,CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,05/03/2016,946,K16-020288,LOBBY,A340824,08/13/2016,08/20/2016,7,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,WINDSOR,95492,"95492(38.541541, -122.809202)",1
*HOWARD,CAT,DOMESTIC SH,GRAY/WHITE,Neutered,SMALL,05/04/2016,945,K16-021376,WESTFARM,A344644,10/28/2016,11/10/2016,13,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
*LEONARD,CAT,DOMESTIC SH,GRAY/WHITE,Neutered,SMALL,05/04/2016,945,K16-021375,LOBBY,A344643,10/28/2016,11/10/2016,13,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,*CLOVERDALE,95425,"95425(38.790859, -123.010876)",1
*MR. BIG,CAT,DOMESTIC MH,GRAY/WHITE,Neutered,SMALL,05/04/2016,945,K16-021369,LOBBY,A344637,10/28/2016,11/10/2016,13,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,COUNTY,*CLOVERDALE,95425,"95425(38.790859, -123.010876)",1
*BUBBLES,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,05/05/2016,944,K16-019584,WESTFARM,A339264,07/05/2016,08/26/2016,52,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,COUNTY,COUNTY,95407,"95407(38.403734, -122.736775)",1
ELVIS PRESLEY,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,05/05/2016,944,K16-019581,CS04,A339262,07/05/2016,08/06/2016,32,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
*BAMBI,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,05/05/2016,944,K16-019582,CS04,A339263,07/05/2016,08/05/2016,31,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
CELINE,CAT,DOMESTIC LH,BRN TABBY,Spayed,KITTN,05/06/2016,943,K16-020177,LOBBY,A340636,08/06/2016,08/20/2016,14,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*SONOMA,95476,"95476(38.280393, -122.464588)",1
*BROOKE,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,05/07/2016,942,K16-019193,WESTFARM,A338044,06/07/2016,08/08/2016,62,STRAY,COMM CAT,ADOPTION,WESTFARM,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
*LOUIE,CAT,DOMESTIC SH,GRAY/WHITE,Neutered,KITTN,05/07/2016,942,K16-019502,LOBBY,A339099,06/30/2016,07/09/2016,9,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*HEALDSBURG,95448,"95448(38.618857, -122.861927)",1
HUEY,CAT,DOMESTIC SH,GRAY/WHITE,Neutered,KITTN,05/07/2016,942,K16-019503,LOBBY,A339101,06/30/2016,07/09/2016,9,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
*DEWEY,CAT,DOMESTIC SH,GRAY TABBY/WHITE,Neutered,KITTN,05/07/2016,942,K16-019504,LOBBY,A339102,06/30/2016,07/08/2016,8,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95403,"95403(38.486997, -122.749134)",1
*YETI,CAT,DOMESTIC LH,BRN TABBY/WHITE,Neutered,KITTN,05/07/2016,942,K16-019188,LOBBY,A338039,06/07/2016,08/09/2016,63,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
*CHLOE,CAT,DOMESTIC SH,GRAY TABBY,Neutered,KITTN,05/07/2016,942,K16-019529,MAC,A339153,07/01/2016,07/09/2016,8,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SPEC EVENT,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
*BRIAR,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,05/07/2016,942,K16-019190,CS04,A338041,06/07/2016,07/23/2016,46,STRAY,COMM CAT,ADOPTION,SPEC EVENT,TREATABLE/REHAB,HEALTHY,COUNTY,*PETALUMA,94954,"94954(38.245316, -122.59871)",1
MAUI,CAT,DOMESTIC SH,WHITE/BLACK,Spayed,KITTN,05/08/2016,941,K16-021099,CS04,A343330,10/08/2016,10/22/2016,14,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,WINDSOR,95492,"95492(38.541541, -122.809202)",1
*PIXIE,CAT,DOMESTIC MH,BRN TABBY,Spayed,KITTN,05/09/2016,940,K16-018987,CS04,A337586,05/25/2016,08/13/2016,80,CONFISCATE,FLD_ARREST,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
*PANDORA,CAT,DOMESTIC SH,BLACK,Spayed,KITTN,05/09/2016,940,K16-018986,CS04,A337585,05/25/2016,08/03/2016,70,CONFISCATE,FLD_ARREST,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
BILLY,CAT,DOMESTIC SH,GRAY TABBY,Neutered,KITTN,05/10/2016,939,K16-018989,CA03,A337589,05/25/2016,08/11/2016,78,CONFISCATE,FLD_ARREST,ADOPTION,REFERRAL,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95448,"95448(38.618857, -122.861927)",1
JUPITER JONES,CAT,DOMESTIC SH,TORTIE,Spayed,SMALL,05/10/2016,939,K16-021532,WESTFARM,A344929,11/10/2016,11/21/2016,11,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WESTFARM,TREATABLE/MANAGEABLE,HEALTHY,COUNTY,SANTA ROSA,95407,"95407(38.403734, -122.736775)",1
*ROSCOE,CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,05/10/2016,939,K16-019237,LOBBY,A338177,06/10/2016,07/21/2016,41,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
*GEMINI,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,05/10/2016,939,K16-018992,CS04,A337592,05/25/2016,07/29/2016,65,CONFISCATE,FLD_ARREST,ADOPTION,REFERRAL,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
BUSTER POSEY,CAT,DOMESTIC LH,BRN TABBY,Neutered,KITTN,05/10/2016,939,K16-019260,LOBBY,A338207,06/11/2016,07/23/2016,42,STRAY,COMM CAT,ADOPTION,SPEC EVENT,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
ANNA,CAT,DOMESTIC SH,SLVR TABBY,Spayed,KITTN,05/10/2016,939,K16-018997,CS04,A337597,05/25/2016,08/05/2016,72,CONFISCATE,FLD_ARREST,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
BUSTER,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,05/10/2016,939,K16-018995,CS04,A337595,05/25/2016,08/02/2016,69,CONFISCATE,FLD_ARREST,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,WINDSOR,95492,"95492(38.541541, -122.809202)",1
*TORTELLINNI,CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,05/11/2016,938,K16-019262,LOBBY,A338209,06/11/2016,07/08/2016,27,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.403734, -122.736775)",1
*BOBBY,CAT,DOMESTIC SH,ORANGE,Neutered,KITTN,05/11/2016,938,K16-019263,LOBBY,A338210,06/11/2016,07/07/2016,26,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94930,"94930(37.972497, -122.607804)",1
*MACCA,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,05/11/2016,938,K16-019264,LOBBY,A338211,06/11/2016,07/06/2016,25,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
*RUBY,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,05/11/2016,938,K16-019238,CS04,A338178,06/10/2016,08/02/2016,53,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95404,"95404(38.458384, -122.675588)",1
*EDDY,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,05/11/2016,938,K16-019265,LOBBY,A338212,06/11/2016,07/07/2016,26,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94930,"94930(37.972497, -122.607804)",1
*ABU,CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,05/12/2016,937,K16-019313,CS04,A338503,06/16/2016,07/23/2016,37,STRAY,OVER THE COUNTER,ADOPTION,SPEC EVENT,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95403,"95403(38.486997, -122.749134)",1
*DUSTY,CAT,DOMESTIC SH,GRAY TABBY,Neutered,KITTN,05/12/2016,937,K16-019259,CS04,A338206,06/11/2016,07/21/2016,40,STRAY,COMM CAT,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
*MALLORY,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,SMALL,05/12/2016,937,K18-027875,WESTFARM,A370927,04/17/2018,05/21/2018,34,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,TREATABLE/REHAB,HEALTHY,SANTA ROSA,COUNTY,95472,"95472(38.394388, -122.850998)",1
*ANGELICA,CAT,DOMESTIC SH,GRAY TABBY/TORTIE,Spayed,KITTN,05/13/2016,936,K16-020287,CS04,A340823,08/13/2016,08/26/2016,13,STRAY,OVER THE COUNTER,ADOPTION,INTERNET,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95465,"95465(38.406591, -123.001365)",1
*PIERRE,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,05/13/2016,936,K16-018985,CS04,A337584,05/25/2016,08/12/2016,79,CONFISCATE,FLD_ARREST,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,WINDSOR,95492,"95492(38.541541, -122.809202)",1
*BUZZ,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,05/13/2016,936,K16-019783,CS04,A339547,07/13/2016,07/23/2016,10,STRAY,OVER THE COUNTER,ADOPTION,SPEC EVENT,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95448,"95448(38.618857, -122.861927)",1
HAZEL,CAT,DOMESTIC SH,BRN TABBY/TORTIE,Spayed,KITTN,05/13/2016,936,K16-020285,CI02,A340821,08/13/2016,08/30/2016,17,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
*LUNA,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,05/13/2016,936,K16-019782,CS04,A339546,07/13/2016,07/23/2016,10,STRAY,OVER THE COUNTER,ADOPTION,SPEC EVENT,HEALTHY,HEALTHY,SANTA ROSA,WINDSOR,95492,"95492(38.541541, -122.809202)",1
SALEM,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,05/13/2016,936,K16-019860,CS04,A339891,07/19/2016,09/13/2016,56,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
CLYDE,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,05/14/2016,935,K16-019859,MAC,A339890,07/19/2016,09/16/2016,59,STRAY,OVER THE COUNTER,ADOPTION,SPEC EVENT,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95472,"95472(38.394388, -122.850998)",1
SPIDY,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,05/14/2016,935,K16-019288,CA03,A338457,06/14/2016,07/01/2016,17,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,REFERRAL,HEALTHY,HEALTHY,WINDSOR,*PETALUMA,94954,"94954(38.245316, -122.59871)",1
*MARGARET,CAT,DOMESTIC SH,BLACK/WHITE,Spayed,KITTN,05/14/2016,935,K16-019592,CS04,A339273,07/05/2016,07/30/2016,25,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
*CATNIS,CAT,DOMESTIC SH,BLUE CREAM,Spayed,KITTN,05/14/2016,935,K16-019289,CA03,A338458,06/14/2016,07/01/2016,17,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,REFERRAL,HEALTHY,HEALTHY,WINDSOR,*PETALUMA,94954,"94954(38.245316, -122.59871)",1
*BILL,CAT,DOMESTIC SH,GRAY/WHITE,Neutered,SMALL,05/14/2016,935,K16-019928,CS04,A340075,07/23/2016,08/04/2016,12,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95401,"95401(38.446019, -122.766748)",1
*ELLIE,CAT,DOMESTIC SH,BRN TABBY,Spayed,KITTN,05/15/2016,934,K16-019484,CS04,A339070,06/29/2016,07/30/2016,31,STRAY,OVER THE COUNTER,ADOPTION,FINDER,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95401,"95401(38.446019, -122.766748)",1
*DAPHNE,CAT,DOMESTIC MH,GRAY,Spayed,SMALL,05/15/2016,934,K16-020435,CS04,A341322,08/24/2016,08/31/2016,7,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
*CHRIS,CAT,DOMESTIC MH,GRAY/WHITE,Neutered,SMALL,05/16/2016,933,K16-020434,CS04,A341321,08/24/2016,09/13/2016,20,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95446,"95446(38.510032, -122.996796)",1
*BUZZ,CAT,DOMESTIC SH,GRAY,Neutered,MED,05/16/2016,933,K17-026178,CA02,A363866,11/04/2017,11/25/2017,21,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
*HARRY,CAT,DOMESTIC MH,GRAY TABBY/WHITE,Neutered,SMALL,05/16/2016,933,K17-026181,CA02,A363869,11/04/2017,11/17/2017,13,STRAY,OVER THE COUNTER,ADOPTION,FINDER,HEALTHY,HEALTHY,COUNTY,COUNTY,95446,"95446(38.510032, -122.996796)",1
*BELLA,CAT,DOMESTIC SH,GRAY,Spayed,KITTN,05/17/2016,932,K16-019492,LOBBY,A339074,06/29/2016,08/02/2016,34,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
SMOKEY,CAT,DOMESTIC SH,BRN TABBY/WHITE,Neutered,KITTN,05/18/2016,931,K16-019608,LOBBY,A339299,07/06/2016,07/22/2016,16,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
*MEADOW,CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,05/19/2016,930,K16-019326,CS04,A338538,06/17/2016,07/23/2016,36,STRAY,FIELD,ADOPTION,SPEC EVENT,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
*MEADOW,CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,05/19/2016,930,K16-019952,WESTFARM,A338538,07/26/2016,08/06/2016,11,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
*CHAD,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,05/20/2016,929,K16-019864,CS04,A339896,07/19/2016,08/06/2016,18,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
*SKY,CAT,DOMESTIC LH,BRN TABBY,Spayed,KITTN,05/21/2016,928,K16-019359,CS04,A338612,06/21/2016,09/13/2016,84,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
*TINY TIM,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,05/21/2016,928,K16-019900,WESTFARM,A339991,07/21/2016,08/26/2016,36,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,TREATABLE/REHAB,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
*PAULA,CAT,DOMESTIC MH,BLACK,Spayed,KITTN,05/21/2016,928,K16-019414,CS04,A338718,06/24/2016,07/23/2016,29,STRAY,OVER THE COUNTER,ADOPTION,SPEC EVENT,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.486997, -122.749134)",1
*SPECKLES,CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,05/21/2016,928,K16-018996,LOBBY,A337596,05/25/2016,07/23/2016,59,CONFISCATE,FLD_ARREST,ADOPTION,SPEC EVENT,TREATABLE/REHAB,HEALTHY,COUNTY,*ROHNERT PARK,94928,"94928(38.346718, -122.695947)",1
*NASH,CAT,SIAMESE,SEAL PT,Neutered,KITTN,05/21/2016,928,K16-019358,LOBBY,A338611,06/21/2016,07/29/2016,38,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,COUNTY,95436,"95436(38.491884, -122.90672)",1
*PAULINE,CAT,DOMESTIC MH,GRAY TABBY,Spayed,KITTN,05/21/2016,928,K16-019381,CS04,A338652,06/22/2016,07/22/2016,30,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95448,"95448(38.618857, -122.861927)",1
*PEBBLES,CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,05/21/2016,928,K16-018993,MAC,A337593,05/25/2016,07/28/2016,64,CONFISCATE,FLD_ARREST,ADOPTION,SPEC EVENT,TREATABLE/REHAB,HEALTHY,COUNTY,WINDSOR,95492,"95492(38.541541, -122.809202)",1
ZEKE,CAT,DOMESTIC SH,BLACK,Neutered,SMALL,05/22/2016,927,K16-021277,CA02,A344148,10/22/2016,11/03/2016,12,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95405,"95405(38.439152, -122.672541)",1
WILLIE,CAT,DOMESTIC SH,WHITE/BLACK,Neutered,SMALL,05/22/2016,927,K16-021278,CA02,A344149,10/22/2016,11/29/2016,38,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95409,"95409(38.458965, -122.630156)",1
WILLIE,CAT,DOMESTIC SH,WHITE/BLACK,Neutered,SMALL,05/22/2016,927,K17-022394,CA02,A344149,01/31/2017,02/04/2017,4,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95404,"95404(38.458384, -122.675588)",1
*SANDY,CAT,DOMESTIC SH,ORG TABBY,Neutered,KITTN,05/25/2016,924,K16-018983,CS04,A337582,05/25/2016,08/13/2016,80,CONFISCATE,FLD_ARREST,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,WINDSOR,95492,"95492(38.541541, -122.809202)",1
*MURRAY,CAT,DOMESTIC SH,ORG TABBY,Neutered,KITTN,05/25/2016,924,K16-018984,CS04,A337583,05/25/2016,08/13/2016,80,CONFISCATE,FLD_ARREST,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.458384, -122.675588)",1
*ERIC,CAT,DOMESTIC SH,BRN TABBY,Neutered,KITTN,05/26/2016,923,K16-020020,CS04,A340216,07/29/2016,10/20/2016,83,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
*RILEY,CAT,DOMESTIC SH,BLACK,Neutered,SMALL,05/26/2016,923,K16-020221,CS04,A340702,08/10/2016,09/10/2016,31,STRAY,COMM CAT,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.446019, -122.766748)",1
*KENNY,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,05/26/2016,923,K16-021293,CA02,A340215,10/25/2016,10/26/2016,1,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,*HEALDSBURG,WINDSOR,95492,"95492(38.541541, -122.809202)",1
*RANGER,CAT,DOMESTIC SH,BLACK/WHITE,Neutered,KITTN,05/26/2016,923,K16-020796,WESTFARM,A342445,09/17/2016,10/01/2016,14,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95436,"95436(38.491884, -122.90672)",1
*KYLE,CAT,DOMESTIC SH,BLACK,Neutered,KITTN,05/26/2016,923,K16-020018,CS04,A340214,07/29/2016,09/30/2016,63,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,COUNTY,COUNTY,95472,"95472(38.394388, -122.850998)",1
